track_id,reviewer_id,reviewer_name,artist_id,content,sentiment,listen_percentage,listen_duration_seconds,ai_validation_passed,ai_validation_score,ai_feedback_notes,word_count,points_awarded,tier_achieved,helpful_votes,is_featured,tags,id,created_date,updated_date,created_by_id,created_by,is_sample
"69056313239a09389b9dd8dd","69056a7822f8d8602b8a5bef","Whitey","6904b6d46257f14ce2e4440c","“Trust No One” detonates like a courtroom verdict wrapped in distortion. From the first downstroke of the guitar, the track surges with raw energy and angst, channeling betrayal into a sonic purge. The production is layered and chaotic in the best way glitch vocals stutter and fracture across heavy guitar riffs, creating a tension that never resolves, only escalates.

The vocalist shape-shifts across verses: snarling, whispering, screaming, and mutating tone mid-bar. It’s a diverse delivery that feels unstable by design—like the voice itself is collapsing under the weight of the message. The lyrics are next-level: cryptic, syllable-dense, and emotionally surgical. Every line feels like a log entry from a personal archive, weaponized for broadcast.

The song structure refuses to play safe. Hooks emerge and dissolve, bridges glitch into breakdowns, and the outro feels like a corrupted file intentional, haunting, unforgettable. Originality isn’t just present it’s ritualized.","praise","99.99464666377648","205.35700596046448","true","95","The feedback is lengthy and detailed, providing an in-depth analysis of the music. It is specific and constructive, highlighting various elements such as production quality, vocal delivery, and lyrical depth, making it relevant to music production and composition.","146","50","masterful","0","false","[""Production"",""Lyrics"",""Originality"",""Vibe"",""Instrumentation""]","69089664f8e702a02d4c0122","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a5e7139b74190f81e051","69056a7822f8d8602b8a5bef","Whitey","6905a3a51d46db491789fba7","this one’s gruff, gritty, and grounded, fundrip’s voice cuts through like asphalt under pressure, the beat’s cold, but the delivery’s colder, it’s not glorifying gang violence—it’s documenting it, like a log entry from the edge

the hook is sticky as hell, “we back in business” hits like a verdict, simple, chantable, but heavy with meaning, feels like a comeback anthem for the ones who never really left

fundrip’s verses are tight, no filler, just raw broadcast, cadence is locked, flow’s clean, and the tone stays consistent, like he’s not just rapping—he’s reporting

War&B brings contrast, but the energy dips a little, not bad, just not as sharp, vocals feel mid, like he’s holding back or not fully synced with the track’s weight, maybe a different tone or delivery could’ve elevated the feature","praise","100","154.74750566893425","true","85","The feedback provides a strong analysis of Fundrip's track, mentioning specific musical elements such as his vocal delivery, lyrical content, and the contrast provided by War&B's feature. It displays a natural conversational tone and includes personal reactions, making it feel authentic. The emotional weight and metaphorical language used to describe the song's themes further enhance its depth and insight. There are minor areas for improvement in specificity; for instance, adding timestamps could increase precision. Overall, a thorough and well-crafted critique.","132","30","comprehensive","0","false","[""Mixing"",""Production"",""Lyrics"",""Energy""]","69089664f8e702a02d4c0129","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"69056313239a09389b9dd8dd","69056a7822f8d8602b8a5bef","Whitey","6904b6d46257f14ce2e4440c","The production on this was insane, whoever made the instrumental was a maestro at work one of the best I've heard in a long time. The vocals were on another level, bro can rap and SCREAM! such diversity is hard to come by. And lastly the energy was out of this world, unlike anything I've heard on here before. Young Death is a fabulous artist. two thumbs way up.","praise","96.61318827729934","198.41257250132412","true","85","The feedback provides an enthusiastic response to the production quality and vocal performance. However, it could benefit from more specific constructive criticism and suggestions for improvement.","69","30","comprehensive","0","false","[""Production"",""Vocals"",""Lyrics"",""Energy""]","69089664f8e702a02d4c0121","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905a6511e8e82c4606e80b8","6904b6d46257f14ce2e4440c","Young Death","6905a3a51d46db491789fba7","mercy’s heavy, it’s fundrip just tryna breathe, mellow beat, soft drums, keys like fog, everything feels slow, like he’s walking through it, not past it, just through

he’s not flexin, he’s confessin, every bar’s a bruise, every line’s a memory, he’s talkin bout what broke him, what kept him up, what didn’t let go, it’s not polished, it’s real

lyrics hit like whispers, like he’s talkin to himself, or maybe god, maybe nobody, “i was drowning in the silence, praying for a sign”, that one stuck, felt like a prayer and a warning

his flow’s calm, but it’s got weight, like he’s tired but still pushin, hook’s soft, but it lingers, like a thought you can’t shake, like a voicemail you never deleted

mercy ain’t just a song, it’s a timestamp, it’s what he was carryin, what he couldn’t say out loud, now it’s out, and it hurts, but it’s honest","praise","100","106.64424036281179","true","92","The feedback provides a detailed analysis of the song, describing various elements such as the mood conveyed through the melody and drums, as well as the emotional depth of the lyrics. It offers specific insights into the artist's intent and the feeling elicited by the music, making it highly relevant to the artist's work in music production and composition.","151","50","masterful","0","false","[""Production"",""Vocals"",""Lyrics"",""Vibe""]","69089664f8e702a02d4c0126","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905745d07f555030b941f8f","6904b6d46257f14ce2e4440c","Young Death","690571d8f03b90351de98139","onefubar’s “from the pits” feels like a broadcast from the bottom, a survival chant wrapped in mellow fire, his flow is steady and surgical, like he’s carving truth out of trauma, there’s a weight to every bar, like he’s not just rapping—he’s remembering

his cadence is pure discipline, no wasted syllables, no filler, just clean delivery that rides the beat like it’s built for him, there’s moments where he channels that tupac clarity, that raw conviction, like he’s speaking for more than just himself

writing’s sharp, layered, and personal, he’s not chasing punchlines, he’s building a map of what it took to crawl out, lines like “i ain’t ask for mercy, just a minute to breathe” and “every scar’s a receipt” hit like verdicts, not metaphors

if there’s one thing to nudge gently—it’s vocal variation, the tone stays locked in, almost too consistent, like he’s afraid to break character, but sometimes letting the voice crack, shift, or stretch can make the pain hit harder, the message land deeper","praise","100","157.8579365079365","true","90","The feedback displays a deep understanding of the track, highlighting musical elements such as flow, cadence, and lyrical content. It provides specific examples from the lyrics and explains the emotional impact of the delivery. The tone is personal and conversational, with a strong individual voice. It avoids overly structured or generic phrases, showcasing authenticity. The only minor critique about vocal variation adds depth and actionable suggestion without detracting from the overall praise.","168","50","masterful","0","false","[""Production"",""Vocals"",""Lyrics"",""Structure""]","69089664f8e702a02d4c0128","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"690571e760bab9b3a21b58e0","6904b6d46257f14ce2e4440c","Young Death","69056a7822f8d8602b8a5bef","“Void” is a sonic descent—equal parts ritual and rupture. From the opening riff, the track conjures a bleak but magnetic atmosphere, like stepping into a cathedral of distortion. The guitar work is textured and deliberate: drenched in reverb, layered with minor-key tension, and pulsing with a slow-burning urgency. It doesn’t rush—it broods.

Vocally, the performance is a standout. There’s a spectral quality to the delivery—half incantation, half confession. The singer rides the line between restraint and eruption, channeling a kind of haunted clarity that feels both personal and mythic. At moments, especially in the second verse and bridge, the phrasing evokes early Bauhaus or even the raw vulnerability of Chester Bennington—but with a darker, more subterranean edge.

Lyrically, “Void” is cryptic but emotionally precise. Lines like “I stitched my silence into static” and “the echo doesn’t ask for permission” feel like log entries from a collapsing psyche. There’s no filler—every word feels chosen, every pause weaponized. The chorus hits like a verdict: melodic enough to linger, jagged enough to scar.

The mix is well-balanced, with the bass anchoring the track in a low, ritual hum while the drums alternate between ritualistic thuds and explosive breaks. The production doesn’t polish away the grit—it amplifies it.","praise","100","154.99054875283446","true","95","The feedback is highly detailed, exceeding the minimum sentence requirement and providing a thorough analysis of various musical elements. It is specific and constructive, offering insights into the guitar work, vocal performance, lyrics, and production quality. The references to specific influences and the description of the atmosphere make it particularly relevant to music production and composition, providing helpful insights for the artist.","204","50","masterful","0","false","[""Mixing"",""Vocals"",""Lyrics"",""Vibe""]","69089664f8e702a02d4c0124","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"690571e760bab9b3a21b58e0","6905a3a51d46db491789fba7","Fundrip","69056a7822f8d8602b8a5bef","The song is very orange, to put it as a color. A mix of angst, anger, and general discontentment. The production isn't the most complex, but  I believe that likely makes it better than over the top production. Solid 7.6/10.","praise","94.01977373089493","145.723123","true","70","The feedback is somewhat abstract with the use of color to describe emotions, which lacks specificity. However, it mentions the production quality, providing a constructive perspective on simplicity versus complexity. It could offer more detailed insights on specific elements of the song or production aspects for the artist to improve upon.","40","20","detailed","0","false","[""Energy"",""Originality""]","69089664f8e702a02d4c0125","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905745d07f555030b941f8f","69056a7822f8d8602b8a5bef","Whitey","690571d8f03b90351de98139","From the Pits is a lyrical excavation raw, unfiltered, and emotionally surgical. From the first bar, your friend commands the mic with a flow that’s both deliberate and volatile, threading pain, pride, and perspective into every line. The cadence is tight but never rigid there’s a natural swing to the delivery that feels lived in, not rehearsed.

The lyricism is standout vivid imagery, layered metaphors, and a refusal to sugarcoat. Lines hit like verdicts, not just rhymes. There’s a Tupac like urgency in the voice especially in the second verse where the delivery sharpens into a righteous fury. It’s not imitation, it’s resonance: that same ability to sound vulnerable and dangerous in the same breath.

Vocal technique is diverse and dynamic. The tone shifts from gravel to clarity, from whisper to roar, always matching the emotional weight of the moment. The hook anchors the chaos, but never dilutes it. Structurally, the track feels like a descent and a climb each section deeper than the last, but always reaching for light.","praise","99.14706815463461","156.51151589702363","true","92","The feedback is detailed and specific, providing insight into the lyrical depth, vocal technique, and overall structure of the song. It offers constructive points while remaining relevant to music production/composition, creating a helpful narrative for the artist's improvement.","170","50","masterful","0","false","[""Vocals"",""Lyrics"",""Energy"",""Vibe""]","69089664f8e702a02d4c0123","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"6905859e58ba1b516ce95e88","69056a7822f8d8602b8a5bef","Whitey","6904b6d46257f14ce2e4440c","this one don’t just play, it haunts, from the first second it’s clear you’re not just hearing a song, you’re stepping into a breakdown, a broadcast from the edge of sleep and sanity

the vocals are cracked and perfect, like someone trying to hold it together while everything’s falling apart, there’s a rasp in the delivery that feels earned, not styled, like you lived this, like every line was pulled from a night you didn’t think you’d survive

lyrics hit like journal entries scrawled in the margins of a psych ward intake form, lines like “i saw god in the static, he didn’t say much” or “third sunrise, still no silence” feel like they weren’t written, they were bled, it’s not about rhyming it’s about remembering

the vibe is pure collapse-core, slow tempo, reverb-heavy, maybe a little shoegaze in the bones, but with that alt-goth rot, it’s not trying to be catchy, it’s trying to linger, like the smell of burnt wires or old blood

structure is deceptively tight, verses spiral like insomnia loops, the chorus doesn’t explode it sinks, and that’s the genius, the bridge doesn’t lift you, it drags you deeper, and by the time the outro hits, you’re not sure if you’re waking up or giving in","praise","75.31353104275337","135.56435587695606","true","95","The feedback is lengthy and detailed, providing a rich description of the song's emotional impact and thematic elements. It is highly specific and constructive, pinpointing aspects like vocal delivery, lyrical content, and musical style. The insights offered here are relevant to music production and composition, giving the artist a clear understanding of how their work is perceived and its emotional resonance.","210","50","masterful","0","false","[""Vocals"",""Lyrics"",""Vibe"",""Structure""]","69089664f8e702a02d4c0127","2025-11-03T11:47:48.576000","2025-11-03T11:47:48.576000","69083db69ccd1df29c9359c9","knoedlerjosiahd@gmail.com","false"
"690895db5eb40ff29b1e7dcb","6909929d576c2c79dfd92a47","Young Death","69056a7822f8d8602b8a5bef","Whitey – “Void”  
This one hits like a slow collapse. Heavy bass, steady pulse, no distractions. It’s goth rock, but stripped down—no drama, just dread. The whole track feels like pacing in a dark room, trying to fill something inside you that won’t stay filled.

The lyrics don’t pretend to fix anything. It’s about trying to plug the hole with gods, ideas, meaning—whatever you’ve got—and watching it all fall through. There’s no resolution, just the realization that the void doesn’t care what you throw at it.

Production’s tight. Bass drives the whole thing. Vocals are cold but honest. No screaming, no pleading—just someone who’s already tried everything and knows it won’t work. It’s not hopeless, just clear.

If you’ve ever felt like you’re building a life on top of a sinkhole, this song gets it.","praise","79.41219165799723","123.0813490440548","true","95","The feedback is thoughtful and retains a personal voice, effectively conveying emotional engagement with the music. It is specific about the song's themes, production, and vocal delivery, discussing their implications. The ratings provided are comprehensive, covering all aspects, with a clear explanation of the score given to each aspect. There are concrete examples that enhance the authenticity and depth of the feedback. No signs of AI generation were detected, making this a strong piece of criticism.","135","50","masterful","0","false","[""Mixing"",""Vocals"",""Vibe""]","690eaa68bdaec2e5048f60d8","2025-11-08T02:26:48.911000","2025-11-08T02:26:48.911000","6909929d576c2c79dfd92a47","youngdeathbiz@gmail.com","false"
